,categories,location,name,rating,review_count,snippet_text,yelp_id
293,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7518044, -74.0050735)",Porchlight,3.5,86,"Hidden gem located a little off the beaten path. Great cocktail bar for catching up with friends or out on a date. Well-lit, not overly crowded, and...",porchlight-new-york
294,"[Category(name='Dive Bars', alias='divebars')]","(40.8190956, -73.9374924)",A Touch of Dee,5.0,8,"Great place and super friendly! Sun-Tue 4 beers for $20, $7 cocktails. If Harlem were my home I'd be a regular. Don't expect anything fancy, this is a...",a-touch-of-dee-new-york
295,"[Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.765751, -73.98317)",Ivy,3.5,244,"My husband and i went for happy hour after work. We were greeted and shown to our seats. Now mind you that the waitstaff is aloof half the time, and really...",ivy-new-york-4
296,"[Category(name='Pubs', alias='pubs'), Category(name='Trivia Hosts', alias='triviahosts'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7771949768066, -73.95361328125)",Trinity Pub,4.0,98,"A gem of a bar on the UES in Yorkville. Small, comfy neighborhood feel. The kind of place you can make quick friends at the bar. There's a little alcove in...",trinity-pub-new-york
297,"[Category(name='Pubs', alias='pubs'), Category(name='Lounges', alias='lounges')]","(40.7283252192663, -73.9886448736218)",Burp Castle,4.0,496,"If you also enjoy a quite bar where you can actually hear yourself, then this is the place. The bartender will actually shush people if they talk too loud...",burp-castle-new-york
298,"[Category(name='Indian', alias='indpak'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7389413, -73.9799477)",The Royal Munkey,4.5,82,"My husband and I have been here twice now (once to meet friends for drinks and dinner and once on a date night), and both times everything was PERFECT. 

I...",the-royal-munkey-new-york
299,"[Category(name='Party & Event Planning', alias='eventplanning'), Category(name='Bars', alias='bars')]","(40.74727, -73.9800645)",Birthday Bottle Service,5.0,164,I celebrated my 26th Birthday at Slate and had an amazing time! I filled out the form on the website and less than 15 mins Cristina contacted me. She asked...,birthday-bottle-service-new-york
300,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars')]","(40.7600250426233, -73.9730061491484)",Monkey Bar,3.5,206,"Popped in on a weeknight and was promptly seated. The wait staff was excellent and the ambiance was wonderful!

Lobster risotto was delicious and my wife's...",monkey-bar-new-york
301,"[Category(name='Pubs', alias='pubs'), Category(name='Sports Bars', alias='sportsbars')]","(40.7322116600722, -73.9853242224027)",Finnerty's,4.0,289,You go to Finnerty's for one thing only: Bay Area sporting events. There is no competition (they'll tell overflow crowds to go to Plug Uglies but I'd rather...,finnertys-new-york
302,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Turkish', alias='turkish')]","(40.748093871977, -74.004119874834)",The Drunken Horse,4.0,75,"Simple menu, with GREAT options! 

I recommend the weekend happy hour 3-5 (I think). 

Regardless, I went with my mom and family friend. we stumbled upon...",the-drunken-horse-new-york
303,"[Category(name='Lounges', alias='lounges')]","(40.76538, -73.97895)",The Living Room,5.0,4,Stopped by for drinks and enjoyed the time.  I ordered the sweet rose champagne and he ordered the sparkling cider.  Lovely decor and professional service....,the-living-room-new-york-5
304,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='French', alias='french')]","(40.7476868, -74.0037054)",Le Pif,5.0,35,"Had the escargot!! Love it!  I even looked up the nutritional benefits of eating these things...the verdict: they're a good source of lean protein, iron and...",le-pif-new-york-8
305,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]","(40.716698, -74.00816)",Tiny's & the Bar Upstairs,4.0,329,"YES honey, this place tho!
I was super annoyed at my husband this past Sunday and decided to take myself to brunch. I walked upon Tiny's and the menu looked...",tinys-and-the-bar-upstairs-new-york
306,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.71877, -73.99154)",Ghost,4.0,70,Bf and I were visiting ny. Yelped a bunch of bars on the area and read good reviews on this place so we decided to check it out. Very very cozy place. The...,ghost-new-york
307,"[Category(name='Wine Bars', alias='wine_bars')]","(40.7237175, -73.9789176)",Lois,4.5,36,"This might be one of my favorite wine bars in all of New York.

Now, if you're expecting a dark European wine cave shipped in straight from Tuscany, you...",lois-new-york
308,"[Category(name='Chicken Wings', alias='chicken_wings'), Category(name='Lounges', alias='lounges'), Category(name='American (New)', alias='newamerican')]","(40.747131, -73.985939)",Turntable Chicken Jazz ,4.0,1205,"awesome Korean fried chicken, a retro-industrial design and walls decked out with analog audio equipment. how could you not like it?

the chicken is juicy...",turntable-chicken-jazz-new-york-2
309,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]","(40.719597, -73.990546)",Hill and Dale,4.0,277,"Ok, as much as I'd like to appreciate their all day happy hour on Monday- $1 oysters included, a little improvement has to be done with their artichoke dip....",hill-and-dale-new-york
310,"[Category(name='American (New)', alias='newamerican'), Category(name='Pubs', alias='pubs')]","(40.764266, -73.9886122)",Jasper's Taphouse + Kitchen,4.0,124,Wooo this place is awesome! I came with a group of friends and spent a good portion of the night there. The waitress was nice and always on top of refilling...,jaspers-taphouse-kitchen-new-york
311,"[Category(name='Bars', alias='bars')]","(40.72466, -73.981235)",Manitoba's,4.0,192,"Classic dive bar.  I hope this place stays around for 1,000 years.  The evillage and alphabet city aren't what they once were, but Manitoba's soldiers on....",manitobas-new-york
312,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Japanese', alias='japanese')]","(40.72277, -73.989891)",Bar Goto,4.5,83,"THE WINGS ARE SO GOOD.
I was somewhat skeptical at first, but the tangy-sweet, spicy sauce and crispy outside of the wings really won me over. The drinks...",bar-goto-new-york
313,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Irish', alias='irish'), Category(name='Pubs', alias='pubs')]","(40.738285, -73.983297)",Molly's,4.0,400,"After a day of hiking at Bear Mountain, my friend and I dropped by Molly's for an early dinner. We ordered the Shepherd's Pie and the fish and chips...",mollys-new-york
314,"[Category(name='French', alias='french'), Category(name='Cafes', alias='cafes'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7135396450758, -73.9887866377831)",Les Enfants de Boheme,4.5,75,Definitely this is a place I will go again and again. The service was good and food was amazing. Only thing is this place is kind of small but in a cosy...,les-enfants-de-boheme-new-york
315,"[Category(name='Belgian', alias='belgian'), Category(name='Pubs', alias='pubs')]","(40.75612, -73.96977)",BXL East,4.0,321,"If you are in the area this little bar/restaurant is a really good choice for a drink and some unique eats.
I don't mean unique bad I mean unique...",bxl-east-new-york
316,"[Category(name='Bars', alias='bars'), Category(name='Burgers', alias='burgers')]","(40.76277, -73.98359)",The Sky Deck,4.0,13,Great steaks and a great view. Mashed potatoes are delicious. FYI. Make an reservation to sit with a view. They were turning people away without a...,the-sky-deck-manhattan
317,"[Category(name='Dive Bars', alias='divebars')]","(40.728454, -73.978988)",B Side,4.0,90,"A legit dive bar in the East Village, no frills and cheap drinks. The $5 beer and shot special goes a long way, and our bartender Emily has been super...",b-side-new-york
318,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges')]","(40.713341940631, -74.0080507346)",Manhattan Proper,4.0,185,"I came here for the first time a few weeks ago to watch a basketball game with my boyfriend and his friend. Immediately upon entering, I noticed that this...",manhattan-proper-new-york
319,"[Category(name='Chinese', alias='chinese'), Category(name='Bars', alias='bars')]","(40.734196, -74.006519)",Decoy,4.5,159,Most people come here for their Peking duck. Unfortunately Peking duck was sold out the day when we came but we were really satisfied with all the other...,decoy-new-york
320,"[Category(name='Bars', alias='bars')]","(40.734933230333, -73.9884572146618)",The Headless Horseman,3.5,193,We went here after the big Iceland/France match and were so pleasantly surprised by the medieval atmosphere and the absolutely rockin' music! The bartender...,the-headless-horseman-new-york
321,"[Category(name='Southern', alias='southern'), Category(name='Bars', alias='bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.729039, -73.980841)",Double Wide,4.0,149,"I found this bar on Yelp a few months ago and got a few drinks the first night. It was great. The drinks were delicious, and the bartender was very...",double-wide-new-york
322,"[Category(name='Sports Bars', alias='sportsbars')]","(40.77189, -73.95342)",Bar-Coastal NYC,4.0,193,"Loved the beer and chicken fingers and French fries.
Laid back atmosphere and a cool bartender.

Modern, yet with a throwback comfy ambience. Nice stop...",bar-coastal-nyc-new-york
323,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Pizza', alias='pizza'), Category(name='Italian', alias='italian')]","(40.77698, -73.9785)",Riposo 72,4.0,213,"Cozy, great vibe, great relaxing music. Outstanding service with Marshall, who is one of the hardest workers and yet pleasant personalities we have had the...",riposo-72-new-york-8
324,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Italian', alias='italian')]","(40.728847, -74.001785)",Dante,4.0,53,"I came here for the drinks, especially the prospect of a lavender Negroni, but left here enamored with the food. 
*Burrata with fresh smashed snap...",dante-new-york
325,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Pubs', alias='pubs')]","(40.7140586525202, -74.0092921257019)",Woodrow's,4.0,241,"Stumbled upon this place while walking from the World Trade Center. 

Great Lunch Special! I ordered the Woodrow Burger special. It came with their House...",woodrows-new-york
326,"[Category(name='Lounges', alias='lounges')]","(40.725841, -73.983459)",Lovers of Today,4.0,163,"Happy Hour is until 8 pm and the drinks are delicious. What more do you need to know? 

I will also state that the bartender is super nice. I really like...",lovers-of-today-new-york
327,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7179602, -73.9902328)",Botanic Lab,4.0,34,"I truly enjoyed my first experience at this lounge, the atmosphere was very loungy, great beats playing, and the cocktails were on point.  Great spot with...",botanic-lab-new-york
328,"[Category(name='American (New)', alias='newamerican'), Category(name='Irish', alias='irish'), Category(name='Irish Pub', alias='irish_pubs')]","(40.75595, -73.992065)",Tír na Nóg,4.0,216,"The bartender Bernie was amazing. One of the last great tenders left in NYC. 

Come here to watch some sports, to get great lunch deals and nice, strong...",tír-na-nóg-new-york-7
329,"[Category(name='Bars', alias='bars')]","(40.7276567816734, -73.9855673164129)",William Barnacle Tavern,4.5,63,Great old school New York City bar and former speak easy.  The decor is amazing and they have a 99 year old bar made out of Cuban Mahogany.  Bartender was...,william-barnacle-tavern-new-york
330,"[Category(name='Dive Bars', alias='divebars')]","(40.7088287321472, -74.0093346658475)",Flow Bar,5.0,6,"This isn't a dive bar, more of a basement bar.  Although given its location I could see why it's been inappropriately given this identity.

If you're a...",flow-bar-new-york
